,label,question_text
3333,0," author, develop and display pages to market the Products in substantial conformance with the specifications at Exhibit C (Pages""); "
3334,0,incorporate and display the lIcon on and within the Site and Pages as described at Exhibit C;
3335,0,submit the Pages to Vendor for Vendor's review;
3336,0,revise any such Pages upon request by Vendor;
3337,0,"upon Vendor's written approval, integrate the Pages within the Site and cause such Pages to be displayed to Users on and via the Site on a continuous twenty-four (24) hour a day, seven (7) day a week basis."
3338,0,market and promote the Products on and via the Site to Users in accordance with the Company's promotional and marketing obligations as specified and pursuant to Exhibit D;
3339,0,"undertake all translation, nationalization and adaptation of all approved Pages into Italian, Spanish, French, Japanese and German language versions, which shall be resubmitted to Vendor for review and approval and displayed to Users from appropriate national flag icons on the Site following Vendor's witten approval;"
3340,0,"promote the Products on the Site and the Pages by updating metatags, registration and re-registration with search engines;"
3341,0,cooperate and negotiate in good faith with Vendor to develop and implement such further promotional and marketing activities as Vendor may request from time-to-time to support and stimulate the marketing of Products to Users.
3342,0,display Vendor's approved click- wrap license agreement at Exhibit F for electronic acceptance by Users;
3343,0,"confirm and maintain records of each Licensee's acceptance of Vendor's approved click-wrap license agreement, electronic signature and list of Products ordered from the Site; "
3344,0,"license the Products only after User's electronic acceptance of Vendor's approved click- wrap license agreement and payment of Licensee Fees and Taxes for Products by credit card, wire transfer or check is processed, approved and collected from such User to become a Licensee. "
3345,0,Company is responsible for collection of all License Fees and Taxes from each Licensee.
3346,0,"Company shall be solely responsible for all expenses, costs and fees of the creation, revision, display, hosting and transmission of the Pages, back-up and mirror servers and contingency and disaster recovery planning, services and equipment."
3347,0,"Company shall undertake commercially reasonable security measures to prevent unauthorized use and ensure the security, confidentiality and integrity of the Products on and within the Site"
3348,0,password access and firewall protection;
3349,0,maintenance of independent archival and backup copies of the Pages; 
3350,0,"protection from any network attack or other malicious harmful or disabling data, work, code or program."
3351,0,"Vendor shall promptlty provide to Company one (1) copy each of the Product in object code form, the Works and Marks as identified in Exhibit B, and the lcon as identified at Exhibit."
3353,0,"Company agrees that Vendor will only provide any such updates, enhancements, bug-fixes and corrections only for the current version(s) of the Products as released by Vendor."
3354,0,"Company agrees that, exclusive of the licenses granted at Section 1 herein, all right, fitle and interest (including copyright and other proprietary or intellectual property rights) in and to the Products, Works, Marks and lcon and all legally protectable elements, contributions, collective works thereof or derivative works thereto shall remain vested in the Vendor and that this Agreement does not transfer ownership of any of these rights."
3355,0,Company agrees that all Pages are and shall be works made for hire and the property of Vendor.
3356,0,"Vendor shall own all right, tile and interest (including copyright and other proprietary or intellectual property rights) in the Pages and all legally protectable elements, contributions, collective works thereof or derivative works thereto."
3357,0,"To the extent that ownership of any Pages or potion thereof does not automatically vest in Vendor by virtue of this Agreement or otherwise, Company irrevocably transfers and assigns to Vendor all rights, title and interest in the Pages and protectable elements or derivative works thereof."
3358,0,"Vendor agrees that, except as expressly provided at Section 4(a), all right, title and interest (including copyright and other proprietary or itellectual property rights) in and to the Site and all legally protectable elements, contributions, collective works thereof or derivative works thereto (exclusive of the Products, Works, Marks and Icon) shall remain vested in Company and that this Agreement does not transfer ownership of any of these rights."
3359,0,Company shall use all Confidential Information disclosed or delivered to Company by Vendor solely for the purpose of performing under this Agreement
3360,0,shall not use or disclose any Confidential Information except as expressly authorized by this Agreement.
3362,0,"together with a detailed witen statement providing information concerming each Licensee, Products licensed and the basis and determination of such Royalties (""Report"")."
3365,0,The initial Quota will be dollars ($__ ).
3369,0,"Company agrees to be responsible for and pay all sales, use, service, income or other taxes of any governmental authority (exclusive of taxes on Vendor's net income), howsoever levied, including interest and penalties thereon, if any, arising from or relating to"
3370,0,the Products licensed by Company to Licensees;
3371,0,payment of the Royalties set forth at Exhibit E; 
3372,0,"delivery of the Products to Company by Vendor (ollectivelyTaxes'"")."
3374,0,Company shall thereafter pay all such interest in adition to any Royalties due. 
3375,0,"Company shall pay all costs of collection, including reasonable attorney's fees and costs in the event any collection effort or action is required to collect the Royalties."
3376,0,"Company shall maintain Site logs and business and financial records that contain information sufficient to verify the completeness and accuracy of all licenses of Products to Licensees, acceptance of Vendor' s approved click-wrap license agreement at Exhibit F by all Licensees, payments of License Fees, Taxes, Royalties and Quotas and information in Reports (""Records"") for a period of at least three (3) calendar years from the date such information relates."
3378,0,"In the event such auditing of the Records indicates any underpayment of Royalties paid to Vendor, Company shall pay Vendor the additional amount of Royalties due to Vendor pursuant to the audit, plus interest thereon under Section 5(e),"
3379,0,"if the underpayment exceeds five percent (5%) of the actual Royalties due and payable to Vendor for any given calendar quarter, Company shall pay all costs and expenses of Vendor associated with such audit."
3380,0,Company represents and warrants to Vendor that
3381,0,Company has the right and authority to enter into and perform its obligations under this Agreement; 
3382,0,Company shall perform its obligations under this Agreement in a commercially reasonable manner; 
3383,0,the Site shall conform substantially to the Specifications
3384,0,"the Site and Pages (exclusive of the Products, Works, Marks and Icon) do not and shall not contain any content, materials, link, advertising or services that actually or potentially violate any applicable law or regulation or infringe any proprietary, intellectual property, contract or tort right of any person;"
3385,0,"Company owns the Site and all intellectual property rights therein, or has the right to copy, use and display such content on and within the Site."
3386,0,Vendor represents and warrants to Company that
3387,0,Vendor has the right and authority to enter into and perform its obligations under this Agreement;
3388,0,Vendor has the right to appoint Company as a distributor of the Products and to grant the licenses at Section 1 herein;
3389,0,"the Products, Works, Marks and Icon do not and shall not contain any content, materials, link or advertising that violates any applicable law or regulation or infringes any proprietary, intellectual property, contract or tort right of any person;"
3390,0,"Vendor owns the Products, Works, Marks and lcon and all intellectual property rights therein, or has the right to grant the licenses at Section 1 herein."
3391,0,"EXCEPT AS EXPRESSLY STATED AT SECTION 8(a), VENDOR MAKES NO WARRANTY, EXPRESS OR IMPLIED, INCLUDING, WITHOUT LIMITATION, ANY IMPLIED WARRANTIES OF MERCHANTABILITY AND/OR FITNESS FOR A PARTICULAR PURPOSE, CONCERNING THE PRODUCTS, WORKS AND MARKS WHICH ARE THE SUBJECT MATTER OF THIS AGREEMENT:"
3392,0,"EXCLUSIVE OF LIABILITY UNDER SECTION 10 (INDEMNIFICATION), IN NO EVENT SHALL VENDOR BE LIABLE TO COMPANY, ANY LICENSEE OR ANY OTHER PERSON FOR ANY INDIRECT, INCIDENTAL, CONSEQUENTIAL OR PUNITIVE DAMAGES, INCLUDING LOSS OF    ."
3393,0,This agreement is made and entered into by and between the parties concerned on ___________Date in ________Place on the basis of equality and mutual benefit to develop business on terms and conditions mutually agreed upon as follows:
3394,0,The Parties Concerned Party A:________ Party B:________
3395,0,"Party A hereby appoints Party B as its Exclusive Agent to solicit orders for thecommodity stipulate in Article 3 from customers in the territory stipulated in Article 4,and Party B accepts and assumes such appointment."
3396,0,Territory: In __________for example: Guangzhouonly.
3398,0,"In consideration of the exclusive rights granted herein, Party A shall not, directly or indirectly, sell or export the commodity stipulated in Article 4 to customers in territorythrough channels other than Party B"
3399,0,"Party B shall not sell, distribute or promote the sales of any products competitive with or similar to the above commodity in territory and shall notsolicit or accept orders for the purpose of selling them outside territory."
3403,0,"Should any infringement be found, Party B shall promptly notify and assist Party A to take steps to protect the latter'srights."
3405,0,"During the validity of this agreement, if either of the two parties is found to have violated the stipulations herein, the other party has the right to terminate this agreement."
3406,0,"Either party shall not be responsible for failure or delay to perform all or any part of this agreement due to flood, fire, earthquake, draught, war or any other events which could not be predicted, controlled, avoided or overcome by the relative party. "
3408,0,"Promptly upon the receipt of a shipment of Products, Distributor shall examine the shipment to determine whether any item or items included in the shipment are in short supply, defective or damaged."
3411,0,"Any dispute arising from or in connection with this contract shall be submitted to court where is Party A is located, which shall be conducted in accordance with the Commission's arbitration rules in effect at the time of applying for arbitration. "
3412,0,The arbitral award is final and binding upon both parties.
3413,0,"This Non Disclosure and Confidentiality Agreement (""Agreement"") is entered into by and between ABC Company, hereinafter known as the ""Disclosing Party"", and the undersigned receiving party (the ""Receiving Party""), and collectively both parties known as ""Parties""."
3414,0,"WHEREAS, the Disclosing Party shall disclose or deliver tangible or intangible information to the Receiving party that may be considered confidential or proprietary information;"
3415,0,"WHEREAS, the Disclosing Party desires to be assured that the proprietary information owned by them shall not be disclosed to any third party without their consent"
3416,0,the proprietary information owned by them shall be maintained and protected by the Receiving Party;
3417,0,"NOW, THEREFORE, in consideration of the mutual promises and covenants included in this agreement, both parties agree as follows:"
3418,0,Confidential Information shall refer to any kind of information whether oral or written made by or provided for by the Disclosing Party to the Receiving Party or vice versa. 
3419,0,"It could be written or in oral communication that may refer to any patent, copyright, trademark, or trade secret."
3420,0,"The information under this agreement to be declared or constituted as Confidential by the Disclosing Party, regardless of whether such information was provided before or after the date of this Agreement shall be, but not limited to the following:"
3421,0,"This includes plans of the Disclosing Party about marketing agenda or business developments and may involve costing, policies, quotes, forecasts, and strategies."
3422,0,"This refers to any information about the business operations of the party disclosing the information, including the number of personnel, the financial activities within, the information on vendors, providers, and partners that are not openly declared by the Party to the public."
3423,0,"This refers to all specifications for products produced by the Disclosing Party as well as the products resulting from or related to work or projects performed or to be performed for the Disclosing Party or for its clients, or information about the product during research and development;"
3424,0,"This includes identified processes and systematic creation of product output such as manufacturing or production such as, but not limited to formulas, technical procedures, methods, techniques, specifications, including the used devices and equipment, designs, models, or software files used for manufacturing products."
3425,0,This may likewise refer to Proprietary Information;
3426,0,"This refers to information relating to services provided by the Disclosing Party such as but not limited to manpower scheduling, training, and maintenance;"
3427,0,"This refers to all information creation of the mind such as inventions, designs, symbols, names, and images created for commerce, such as but not limited to logos, computer codes and algorithms both in human-readable and machine-readable form, reports, technical designs, database structure, charts, and other document design specifications, including music which may be subject to copyright."
3428,0,"This refers to all technical and scientific information and materials produced from formulation made by the Disclosing Party and by which information has not been publicly used, including to use of any machine, appliance, or components, including the documented scientific process."
3429,0,"This includes all financial reports, worksheets, balance sheets, undisclosed assets and liabilities, inventories, payroll, and any other information that may relate to a financial activity and by which information is not disclosed or that such disclosure has not been consented by the Disclosing Party. "
3430,0,"Confidential Information may likewise include any information disclosed by any party to the Disclosing Party that is protected by a non-disclosure agreement and by which has been accidentally, incidentally, or acquired by the Receiving Party whether directly or indirectly."
3431,0,"The Receiving Party, upon acquiring the confidential information shall hold in trust and confidence the information possessed by said party"
3432,0,The Receiving Party shall not disclose it to any other party or use it for its own benefit or any other without the consent of the Disclosing Party. 
3433,0,"The Receiving Party may not disassemble, decompile, or reverse engineer products, prototypes, source codes, software, or any other objects that have been shared or provided for by Disclosing Party's that may contain Confidential Information and that are provided to the Receiving Party for purposes under this agreement."
3434,0,"The Receiving Party shall not likewise make copies, of said information unless consent has been given by the Disclosing Party."
3436,0,"The Receiving Party shall not need the consent of the Disclosing Party to share, disclose, or copy the Confidential Information in cases where:"
3437,0,"The Confidential Information, at the time of disclosure, such information is already publicly known;"
3438,0,Information received by the Receiving Party has already been known by the Receiving Party prior to its disclosure;
3439,0,The Confidential Information has been obtained by Receiving Party rightfully from any other party other than the Disclosing Party and without reason to believe that the third party is under any obligation or has an agreement with the Disclosing Party;
3440,0,The Confidential Information was developed by Recipient without reference or dependence to the Disclosing Party's Confidential Information.
3443,0,"Physical records, or any hardcopy material, print media, or any other physical materials containing Confidential Information shall be delivered or return to the Disclosing Party."
3444,0,Digital records shall be deleted and no copies shall be retained by the Receiving Party.
3445,0,"In case of impossibility of the delivery of Confidential Information by the Receiving Party to the Disclosing Party, the parties may unanimously elect for the destruction of any records, documents, whether physical or digital containing the Confidential Information."
3446,0,"In case of destruction of Confidential Information, destruction shall be certified in writing to the Disclosing Party after the destruction of such Confidential Information before the presence of a duly authorized representative of the Disclosing Party and/or by one of Recipients duly authorized officers."
3447,0,This Non Disclosure Agreement is not transferable.
3448,0,The written content of both parties is needed in order to transfer this Agreement.
3449,0,The Parties acknowledges that each party shall maintain its exclusive ownership over its own Confidential Information except as otherwise falling under the found in the Exclusions from Confidential Information clause. 
3450,0,"Neither party may obtain rights whatsoever, by license or otherwise, in the other party's Confidential Information unless otherwise with consent provided for by the other party. "
3451,0,Any recommendation of any information made by the Receiving Party to the Disclosing Party that shall be incorporated to the Confidential Information of the Disclosing Party shall form part of the Disclosing party's Confidential Information.
3452,0,"Neither party may assign or delegate any of its rights, or delegate any of its obligations hereunder, without the prior written consent of the other party. "
3453,0,All additions or modifications to this Agreement must be made in writing and signed by both parties. The effectivity date of this Agreement is the same as the execution date.
3454,0,"The Disclosing Party makes no representation or warranties whatsoever to the Receiving Party as to the accuracy, completeness, or performance of any such Confidential Information."
3455,0,No party shall become liable for the use of the Confidential Information. 
3456,0,"The Parties agree that in the event of any breach due to careless handling of the Confidential Information, the aggrieved party shall be entitled to seek injunctive relief for the protection of such party from incurring further damage or which may result to an irreparable injury."
3457,0,"The Parties may execute this agreement in multiple counterparts, each of which is an original but all of which shall constitute one and the same instrument."
3458,0,This Agreement is understood to be the complete agreement of the parties hereto and shall supersede any prior agreements and discussions relating to the subject matter hereof.
3459,0,"Any amendments, modifications, or alterations made in this agreement shall require the affirmation by both parties to this Agreement and signed by said parties hereto."
3460,0,"Should any of the provisions hereto be held invalid by any competent court, such invalidity shall affect only the said provision and the remaining provisions shall continue to be valid and enforceable."
3461,0,"This Agreement shall be governed and construed in accordance with the laws of the United States, to the exclusion of other state laws and without any regard to its conflicts of laws provisions."
3462,0,Any disputes arising from in this agreement shall be filed with courts of the United States.
3463,0,"Each party hereby consents to the jurisdiction of said courts and waives any objection which they may have at any time to the jurisdiction of such courts, the laying of venue in such courts or the convenience of the forum."
3464,0,"IN WITNESS WHEREOF, the Parties have set their hands on the date specified."
3465,0,"This Partnership Agreement (the Agreement) is made and entered into on the {dayOf} day of {monthOf}, {yearOf} (the Execution Date) by and between the following Parties:"
3466,0,The Partners wish to associate themselves as partners in business.
3467,0,This Agreement sets out the terms and conditions that govern the Partners within the Partnership.
3468,0,"IN CONSIDERATION OF and as a condition of the Partners entering into this Agreement and other valuable consideration, the receipt and sufficiency of which consideration is acknowledged, the Parties to this Agreement agree to the following:"
3469,0,"By this Agreement, the Partners enter into a general partnership (the Partnership) in accordance with the laws of the State of  {governingState} ."
3470,0,The rights and obligations of the Partners will be stated in the Uniform Partnership Act of the State of  {governingState}  (the Act) except as otherwise provided in this Agreement.
3471,0,The name of the partnership shall be {nameOf}.
3472,0,The Partnership is established for the following purpose: {purposeOf}
3473,0,The partnership's existence shall commence on {partnershipCommencement}
3474,0,The partnership's existence shall continue until dissolved either by mutual agreement or by operation of law.
3475,0,The principal business office of the Partnership shall be located at the following address or other such place as the Partners may from time to time designate:
3476,0,The initial partnership capital shall be ${initialPartnership} ({initialPartnership31}). 
3477,0,"Each of the Partners contributes to the capital of the Partnership, in cash, property, or services in agreed upon value, as follows:"
3478,0,All contributions to the capital are final unless all Partners give written consent of withdrawal.
3479,0,The Partners ownership interest in the Partnership will be as follows:
3480,0,"The net profits and losses of the Partnership, for both accounting and tax purposes, will accrue to and be borne by the Partners in proportionate shares (the ""Profit and Loss Distribution"")."
3481,0,The profits and losses will be accounted by an accountant determined by the Partners for the Partnership.
3482,0,Losses shall be charged from the partner's account if the partner has no balance in his income account.
3483,0,"The affairs of the partnership shall be determined by majority vote, with votes cast in the same percentage as to capital contributions."
3484,0,The books of account of the transactions of the partnership shall be kept and be available for inspection by the partners in the place of business of the partnership at all times.
3485,0,Each partner shall be required to report all transactions related to partnership business promptly and accurately.
3486,0,"The partnership books shall be maintained at the principal office of the partnership, and shall fully be available to every partner."
3487,0,"The books shall be kept on a fiscal year basis, commencing on the {dayStart} day of {monthStart}, ending on the {dayEnd} day of {monthEnd}, and shall be closed and balanced at the end of each fiscal year. An audit shall be made as of the closing date."
3488,0,The Partnership agreement may be amended to include new partners upon the written and unanimous vote of all Partners.
3489,0,The name of the Partnership may be amended if a new Partner is added to the Partnership upon the written and unanimous vote of all current Partners.
3490,0,Each Partner shall have the right to manage the affairs of the partnership in the ordinary course of the business.
3491,0,"However, no partner may:"
3492,0,Confess judgment against the partnership;
3493,0,"Borrow on the credit using the name of the Partnership, borrow on credit from the Partnership, or guarantee the debts of others using Partnership credit without the consent of the Partners;"
3494,0,Convey substantially all of the partnership assets without prior approval by majority vote.
3495,0,"A management committee shall be elected by a majority vote of the partners that shall conduct the business of the partnership, and shall have the authority by its majority vote to operate all the business affiars of the partnership, other than those specifically provided exclusively to the Partners."
3496,0,"This Partnership shall terminate upon the death, bankruptcy or incompetency of any partner. "
3497,0,"In such case where there exist more than two partners in the partnership, the remaining partners shall act as trustees on the former partner's behalf and shall promptly wind up the affairs of the partnership unless the remaining partners agree that they will continue the business of the partnership."
3498,0,"The Partner(s) shall have the first right to purchase the interest of the decedent in the partnership from Partner's heirs and/or assigns, or to terminate and liquidate the partnership's business. "
3499,0,"The partner(s) shall serve a written notice to the executor, administrator, assigns, or the known legal heirs of the decedent at the last-known address of such heir for the intention to purchase the decedent's interest in the partnership. "
3501,0,"No allowance shall be made for goodwill, trade name, patents, or other intangible assets, except as those assets have been reflected on the partnership books immediately prior to the decedent's death;"
3502,0,but the survivor shall nevertheless be entitled to use the trade name of the partnership.
3503,0,"Except as herein otherwise stated, the procedure as to liquidation and distribution of the assets of the partnership business shall be the same as stated in the section regarding Voluntary Termination."
3504,0,"By agreement of all Partners, the Partnership may be dissolved. "
3505,0,In which event the partners shall proceed with reasonable promptness to liquidate the business of the partnership. 
3506,0,The assets of the partnership business shall be preferred:
3507,0,"Payment of all partnership to duties, taxes and fees to the State and to provide payment for liabilities, liquidating other expenses and obligations;"
3508,0,Equalize the income accounts of the partners;
3509,0,Discharge the balance of the income accounts of the partners;
3510,0,Equalize the capital accounts of the partners;
3511,0,Discharge the balance of the capital accounts of the partners.
3512,0,Any Partner will have the right to voluntarily withdraw from the Partnership at any time by serving a written notice to the Partnership 90 (ninety) days prior effectivity.
3513,0,Such withdrawal shall result to the dissolution of the Partnership.
3514,0,A Dissociated Partner will only exercise the right to withdraw in good faith and will act to minimize any present or future harm done to the Partnership as a result of the withdrawal.
3515,0,"Occurrences resulting in the involuntary withdrawal of a Partner from the Partnership will include but not be limited to: death, mental incapacity, disability preventing reasonable participation in the Partnership, incompetence, breach of fiduciary duties, criminal conviction, expulsion, by operation of law, or such act or omission  reasonably be expected to bring the business or societal reputation of the Partnership into disrepute."
3516,0,The involuntary withdrawal of a Partner will result in the dissolution of the Partnership.
3517,0,A Trustee in bankruptcy or similar third party who may acquire the dissociated Partner's interest in the Partnership will only acquire that Partner's economic rights and interests.
3518,0,No other rights shall be acquired by the Trustee and the acquisition of the of the economic rights and interests of the dissociated partner's interest is not admission to the Partnership.
3519,0,"The trustee shall not have voting interests, nor exercise in any part of the management in the partnership."
3520,0,"Where the dissociation of a Partner for any reason results in the dissolution of the Partnership, then the Partnership will proceed in a reasonable and timely manner to dissolve the Partnership, with all debts and obligations being paid first, prior to any distribution of the remaining funds. "
3521,0,Valuation and distribution will be determined as described in the Valuation of Interest section of this Agreement.
3522,0,"The remaining Partners retain the right to seek damages from a dissociated Partner where the dissociation resulted from a malicious or criminal act by the dissociated Partner or where the dissociated Partner had breached their fiduciary duty to the Partnership as provided for in this Agreement or had acted in a way that could reasonably be foreseen to bring harm, damage, or malign the reputation of the Partnership."
3523,0,"A Partner shall be free of liability to the Partnership where the Partner is prevented from executing their obligations under th  is Agreement in whole or in part due to force majeure, and where the Partner has communicated the circumstance of said event with proper diligence to any "
3524,0,all other Partners and taken any and all appropriate action to mitigate said event.
3525,0,"Controversies, claims, or disputes arising out of or relating to this Agreement, or the breach hereof, conducted confidentially and shall be settled by arbitration in accordance with the rules, then obtaining, of the American Arbitration Association."
3526,0,"Any decision or award resulting from the arbitration proceeding shall be in writing and shall provide an explanation for all conclusions of law and fact and shall include the assessment of costs, expenses, and reasonable attorneys' fees."
3527,0,Any such arbitration shall be conducted by an arbitrator agreed upon by the partners and shall include a written record of the arbitration hearing. 
3528,0,Partners reserve the right to object to any individual who shall be employed by or affiliated with a competing organization or entity.
3529,0,An award of arbitration binding among the parties.
3530,0,"Partners shall not engage in any other business or transaction, directly or indirectly, that can be in compete with the business of the Partnership or that would be in direct conflict of interest of the Partnership without the written consent of all the remaining Partners."
3531,0,"Each Partner hereby acknowledges and agrees that any and all business, ventures, or transactions with any appearance of conflict of interest must be fully disclosed to all other Partners."
3532,0,A failure to comply with any of the terms of this clause will be treated accordingly by the remaining Partners.
3533,0,"The Partners are hereby indemnified in respect to losses, damage, costs, liabilities, and all other expenses which may arise due to breach of ""Duty of Loyalty"" clause and shall only be borne by the partner in contravention of this tenor."
3534,0,A Partner cannot and may not do any act in contravention of this Agreement.
3535,0,"No Partner may permit, intentionally or unintentionally, the assignment of express, implied, or apparent authority to a third party that is not a Partner in the Partnership."
3536,0,"No Partner may mortgage, assign, encumber or charge that Partner's interest in the Partnership (or in any property, assets or business of the Partnership) without the prior written consent of the other Partners."
3537,0,No Partner may do an act that would make it impossible to carry on the ordinary business of the Partnership.
3538,0,No Partner may confess a judgment against the Partnership.
3539,0,"No Partner may disclose to any person, or use in any way, any confidential information of the Partnership or of the business of the Partnership, except for in the course of conducting the business of the Partnership."
3540,0,No Partner will have the right or authority to bind or obligate the Partnership to any extent with regard to any matter outside of the intended purpose of the Partnership.
3541,0,"No Partner may appoint or dismiss any employees, contractors or agents except with the prior written consent of the other Partners."
3542,0,"No Partner may lend any of the Partnership's money, or provide credit on behalf of the Partnership, without the prior written consent of the other Partners."
3543,0,"No Partner may give any security or promise for the payment of money by the Partnership, except in the ordinary course of the Partnership business or with the prior written consent of the other Partners."
3544,0,Any violation of the above Forbidden Acts will be deemed an involuntary withdrawal of the offending Partner and may be treated accordingly by the remaining Partners.
3545,0,The financial amounts of money described in this Agreement are in {currencyStipulation} unless distinctly stated otherwise.
3546,0,Time is of the essence in this Agreement.
3547,0,"This Agreement may be executed in one or more counterparts, each of which shall be deemed an original and all of which together shall constitute one and the same document."
3548,0,"Should any term, covenant, condition, or provision of this Agreement is held by a court of competent jurisdiction to be invalid, void, or unenforceable, the same shall apply only to the provision involved and the remaining provisions hereof shall remain valid and enforceable."
3549,0,"It is the Parties' intent that such provision be reduced in scope by the Court only to the extent deemed necessary by that Court to render the provision reasonable and enforceable and the remainder of the provisions of this Agreement will in no way be affected, impaired, or invalidated as a result."
3550,0,"If a court declines to amend this Agreement as provided herein, the invalidity or unenforceability of any provision of this Agreement shall not affect the validity or enforceability of the remaining terms and provisions, which shall be enforced as if the offending term or provision had not been included in this Agreement."
3551,0,This Agreement contains the entire agreement between the Parties.
3552,0,All negotiations and understandings have been included in this Agreement. 
3553,0,Statements or representations which may have been made by any Party to this Agreement in the negotiation stages of this Agreement may in some way be inconsistent with this final written Agreement.
3554,0,All such statements are declared to be of no value in this Agreement. 
3555,0,Only the written terms of this Agreement will bind the Parties.
3556,0,"This Agreement inures to the benefit of, and is binding upon the successors, assigns, executors, administrators, beneficiaries, and representatives of the Partners hereto."
3557,0,This Agreement may not be amended in whole or in part without the unanimous written consent of all Partners.
3558,0,"All of the rights, remedies, and benefits provided by this Agreement will be cumulative and will not be exclusive of any other such rights, remedies, and benefits allowed by law."
3559,0,Any notice to be given under this Agreement shall be in writing and shall be sent by first class mail or air mail to the address of the relevant Party set out at the head of this Agreement.
3561,0,"In proving the giving of a notice it shall be sufficient to prove that the notice was left, or that the envelope containing the notice was properly addressed and posted, as the case may be."
3562,0,"The failure of either party to insist upon the strict compliance with and performance of any of the terms, conditions, and covenants hereof shall not be deemed as a relinquishment or waiver of any rights or remedy that said party may have, nor shall it be construed as a waiver of any subsequent breach or default of the terms, conditions and covenants herein contained, but the same shall continue to be in full force and effect."
3563,0,No waiver by any party shall be deemed to have been made unless expressed in writing and duly signed by the waiving party.
3564,0,In witness whereof the parties have signed this Agreement.
3565,0,"This Partnership Agreement (the Agreement) is made and entered on Date, by and between [Sender.FirstName] [Sender.LastName], on behalf of [Sender.Company], [Sender.Address] and [Client.FirstName] [Client.LastName], on behalf of [Client.Company], [Client.Address]."
3566,0,"Hereafter, both of the above Parties shall be referred to collectively as the Partners, for the purposes of the Agreement."
3567,0,"In accordance with the terms, conditions, and covenants of this Agreement, the Partners shall:"
3568,0,"Form a general partnership (the PARTNERSHIP) for the purpose of, in accordance with the Laws of State."
3569,0,The PARTNERSHIP shall operate under the name of Business Name.
3570,0,The PARTNERSHIP shall begin on the Effective Date.
3571,0,The PARTNERSHIP shall last for a term of Duration.
3572,0,"The purpose of the PARTNERSHIP shall be to oversee, manage, and otherwise facilitate the following business functions: "
3573,0,"All decisions shall be made by the PARTNERS who control a MAJORITY of the CAPITAL of the COMPANY, except as otherwise deemed appropriate by the PARTNERS."
3574,0,"Meetings between the PARTNERS shall be held at regular intervals of number of days, for the duration of the PARTNERSHIP AGREEMENT."
3575,0,The initial CAPITAL contribution from the FIRST PARTY shall total: Capital contribution by sender. 
3576,0,The initial CAPITAL contribution from the SECOND PARTY shall total: Capital contribution by signer
3577,0,"The PARTNERS shall deposit the funds into a SPECIAL BANK ACCOUNT at Bank, of City."
3578,0,Profit/loss resulting from the functions of the PARTNERSHIP shall be deposited/withdrawn from the SPECIAL BANK ACCOUNT.
3579,0,"Each PARTNER shall provide a BANK ACCOUNT for their own contributions, which profit/loss shall transact to/from at Number of day intervals, in proportion to the value of their respective contributions."
3580,0,"The balance of the SPECIAL BANK ACCOUNT shall constitute the CASH-ON-HAND of the PARTNERSHIP, for all purposes including, but not limited to, taxation and valuation."
3581,0,The PARTNERS designate Name as the EXECUTIVE responsible for the day-to-day operation of the PARTNERSHIP.
3582,0,"The EXECUTIVE shall see to the maintenance of records and books, consisting of all account balances, assets, liabilities, and all other revenue information pertaining to the PARTNERSHIP."
3583,0,"The PARTNERS reserve the right to inspect, audit, or otherwise request access to the records and books of the PARTNERSHIP, at any time."
3584,0,"It is the responsibility of the EXECUTIVE to make the records available on demand, at the will of the PARTNERS."
3585,0,"The PARTNERS shall conduct a complete and thorough AUDIT of all accounts, records, and books of the PARTNERSHIP on a yearly basis. "
3587,0,"All financial records shall be reviewed a minimum of semi-annually, and at the request of the PARTNERS, throughout the year."
3588,0,The PARTNERS shall be compensated only as follows:
3589,0,"Additional PARTNERS may be added at any time, upon the unanimous written agreement of the existing PARTNERS, so long as the total number of PARTNERS does not exceed Number of partners not to exceed. "
3590,0,"Upon giving written notice to the other PARTNERS, any PARTNER may transfer interest in the PARTNERSHIP to a living TRUST, of which the transferring PARTNER is the granter and sole trustee."
3591,0,"A PARTNER may be removed, as deemed necessary, only by a majority vote of those PARTNERS with a controlling share of the CAPITAL of the PARTNERSHIP."
3592,0,Any such PARTNER shall be notified in writing of their removal.
3593,0,"Any PARTNER removed from the PARTNERSHIP shall be paid for all contributions, minus any liabilities incurred, and plus any gains or interest he/she is entitled to, immediately upon removal from the PARTNERSHIP."
3594,0,"Any PARTNER may withdraw, in part or in full, from the PARTNERSHIP at any time."
3595,0,Notification of withdrawal must be made in writing.
3596,0,"Funds shall be withdrawn from the SPECIAL BANK ACCOUNT of the PARTNERSHIP, shall be based on the most recent valuation of the PARTNERSHIP at the time, and shall be transferred to the withdrawing PARTNERs bank account of record."
3597,0,The PARTNERSHIP shall continue to function as a taxable entity regardless of the withdrawals of individual PARTNERS so long as enough CAPITAL remains to do so.
3598,0,The PARTNERSHIP may be terminated by the mutual agreement of the PARTNERS whose capital represents a majority stake in the PARTNERSHIP.
3600,0,"Upon the decision to terminate the PARTNERSHIP, all PARTNERS shall be notified by the EXECUTIVE, immediately."
3602,0,"Re-payment shall correspond to the percent contributed by each respective PARTNER, except as outlined elsewhere, as applicable."
3604,0,"Upon notification of the death of any PARTNER, the notice shall be treated as full withdrawal from the partnership. "
3605,0,"At such a time, all contributions and all other funds owed to the PARTNER shall be transferred to the designee, agent, or trust of the deceased PARTNERs choosing."
